"State","County","NUM_LICENSED_BEDS","Population with public coverage","Percent of pop w/no health insurance","margin of error","PopEstimate2018","Heart Disease Mortality","adjusted_beds","inquiry1","inquiry2"
"PA","Elk",35,11814,3.1,0.6,30169,356.9,116.013126056548,3.07637602857143,115.129032258065
"PA","Erie",1217,107214,5.5,0.4,272061,316.9,447.326151120521,0.708431642563681,57.6181818181818
"PA","Fayette",224,57919,5.3,0.5,130441,439.3,171.725147767956,2.55815764732143,82.8867924528302
"PA","Forest",NA,2201,3.4,1.1,7279,362.2,NA,NA,106.529411764706
"PA","Franklin",454,50400,9.8,0.8,154835,319.9,293.215358284626,1.09100697136564,32.6428571428571
"PA","Fulton",21,5824,6.9,1,14523,357.4,144.59822350754,2.47167628571429,51.7971014492754
"PA","Greene",23,13644,5.2,1.1,36506,442.1,63.0033419163973,7.01708808695652,85.0192307692308
"PA","Huntingdon",71,17128,5.3,0.7,45168,326.8,157.190931633015,2.07900033802817,61.6603773584906
"PA","Indiana",166,30657,8.7,0.8,84501,354,196.447379320955,1.80200927710843,40.6896551724138
"PA","Jefferson",84,17614,7.5,0.8,43641,354.5,192.479549047914,1.84175410714286,47.2666666666667
"PA","Juniata",NA,8105,10.5,2,24704,331,NA,NA,31.5238095238095
"PA","Lackawanna",977,80717,5,0.4,210793,417.8,463.48787673215,0.90142595087001,83.56
"PA","Lancaster",1106,170497,12,0.5,543557,297.3,203.474520611454,1.46111660126582,24.775
"PA","Lawrence",153,36817,5.1,0.5,86184,399.8,177.527151211362,2.25204988235294,78.3921568627451
"PA","Lebanon",374,50804,9.4,0.8,141314,353.7,264.658844841983,1.33643748128342,37.6276595744681
"PA","Lehigh",1544,128456,7,0.5,368100,291.9,419.451236077153,0.695909261658031,41.7
"PA","Luzerne",1156,122462,5.5,0.3,317646,394.7,363.927139016389,1.08455775259516,71.7636363636364
"PA","Lycoming",331,43696,5.9,0.6,113664,309.6,291.209177927928,1.06315330513595,52.4745762711864
"PA","McKean",138,16749,4.8,0.7,40968,405.4,336.84827182191,1.2035092173913,84.4583333333333
"PA","Mercer",433,45695,6.4,0.6,110683,390.1,391.207321810938,0.997169475750577,60.953125
"PA","Mifflin",123,19363,12.5,1.5,46222,303.7,266.10704859158,1.14127003252033,24.296
"PA","Monroe",339,60320,7.1,0.7,169507,339.8,199.991740754069,1.69907016519174,47.8591549295775
"PA","Montgomery",3200,215059,3.8,0.2,828604,283.1,386.191715222229,0.73305560125,74.5
"PA","Montour",792,6311,5.4,1.2,18240,276.4,4342.1052631579,0.0636557575757576,51.1851851851852
"PA","Northampton",906,100088,5.5,0.4,304807,292.8,297.237268172975,0.985071629139073,53.2363636363636
"PA","Northumberland",NA,35493,5.9,0.6,91083,395.7,NA,NA,67.0677966101695
"PA","Perry",NA,14854,9,1,46139,342.2,NA,NA,38.0222222222222
"PA","Philadelphia",7014,688766,9.1,0.3,1584138,402,442.764456126928,0.907931958939264,44.1758241758242
"PA","Pike",NA,21969,6,1.1,55933,323.9,NA,NA,53.9833333333333
"PA","Potter",49,7809,7.2,0.9,16622,306.4,294.790037299964,1.03938383673469,42.5555555555556
"PA","Schuylkill",364,54412,6.1,0.6,142067,468.9,256.217136984662,1.83008835989011,76.8688524590164
"PA","Snyder",NA,12558,11.9,1.1,40540,293.6,NA,NA,24.672268907563
"PA","Somerset",185,28606,7.4,0.6,73952,379.7,250.162267416703,1.51781483243243,51.3108108108108
"PA","Sullivan",NA,2519,8.6,2.2,6071,365.5,NA,NA,42.5
"PA","Susquehanna",50,16111,7.2,0.7,40589,354.6,123.18608489985,2.87857188,49.25
"PA","Tioga",25,16624,7.8,0.8,40763,357.1,61.3301278119864,5.82258692,45.7820512820513
"PA","Union",132,12965,10.3,1.5,44785,294.5,294.741542927319,0.999180492424242,28.5922330097087
"PA","Venango",158,23144,6.6,0.7,51266,371,308.1964654937,1.20377759493671,56.2121212121212
"PA","Warren",237,15651,5.3,0.6,39498,344.2,600.030381285128,0.573637620253164,64.9433962264151
"PA","Washington",578,74286,4,0.3,207346,322.5,278.761104627048,1.15690458477509,80.625
"PA","Wayne",95,21233,5.9,0.8,51276,382.2,185.271862079725,2.06291444210526,64.7796610169491
"PA","Westmoreland",980,131189,3.8,0.3,350611,347.3,279.512051818112,1.24252245204082,91.3947368421053
"PA","Wyoming",44,10471,4.8,0.7,27046,397.9,162.68579457221,2.44581895454545,82.8958333333333
"PA","York",967,147051,5.6,0.3,448273,293.5,215.716761883941,1.36058040847983,52.4107142857143
"RI","Bristol",NA,15148,2.5,0.7,48649,295,NA,NA,118
"RI","Kent",359,55400,3.7,0.4,163861,313.2,219.088129573236,1.42956170473538,84.6486486486486
"RI","Newport",129,26183,4.1,0.7,82542,259.5,156.28407356255,1.66043790697674,63.2926829268293
"RI","Providence",2700,249603,6.4,0.3,636084,319.8,424.472239515536,0.75340616,49.96875
"RI","Washington",225,37839,3.2,0.5,126179,270.6,178.318103646407,1.51751277333333,84.5625
"SC","Abbeville",25,11226,11.6,2.1,24541,326.7,101.870339431971,3.20701788,28.1637931034483
"SC","Aiken",273,63106,11.3,0.9,169401,326.8,161.156073458834,2.02784786813187,28.9203539823009
"SC","Allendale",25,4432,12.1,3.1,8903,452,280.804223295518,1.6096624,37.3553719008264
"SC","Anderson",721,72300,10.6,0.8,200482,342.9,359.633283786076,0.953471259361997,32.3490566037736
"SC","Bamberg",NA,7423,12.6,2.4,14275,376.4,NA,NA,29.8730158730159
"SC","Barnwell",NA,10065,13.3,2,21112,399.9,NA,NA,30.0676691729323
"SC","Beaufort",364,71188,11.4,0.9,188715,186.2,192.883448586493,0.965349807692308,16.3333333333333
"SC","Berkeley",50,67986,11.1,0.8,221091,278.6,22.6151222799662,12.31919052,25.0990990990991
"SC","Calhoun",NA,5936,11.6,2.6,14520,323.1,NA,NA,27.8534482758621
"SC","Charleston",2130,117003,10.8,0.6,405905,272.9,524.753328980919,0.520053870892019,25.2685185185185
"SC","Cherokee",125,23922,11,1.1,57078,489.7,218.998563369424,2.236087728,44.5181818181818
"SC","Chester",82,14034,10,1.6,32251,444.1,254.255681994357,1.74666696341463,44.41
"SC","Chesterfield",59,19394,12.4,1.4,45754,458.8,128.950474275473,3.55795511864407,37
"SC","Clarendon",81,16921,11.3,1.3,33700,346.4,240.356083086053,1.4411950617284,30.6548672566372
"SC","Colleton",135,16707,11.5,1.7,37660,464.4,358.470525756771,1.295504,40.3826086956522
"SC","Darlington",188,29698,11.3,1.1,66802,519.1,281.428699739529,1.84451692553192,45.9380530973451
"SC","Dillon",79,15089,14.5,2,30599,450.8,258.178371842217,1.74607964556962,31.0896551724138
"SC","Dorchester",NA,50206,9.3,1,160647,297.8,NA,NA,32.0215053763441
"SC","Edgefield",25,9138,9.1,1.7,27052,338.3,92.4146089013751,3.66067664,37.1758241758242
"SC","Fairfield",NA,10092,12,2.2,22402,398.3,NA,NA,33.1916666666667
"SC","Florence",1003,55810,10.4,0.7,138159,390.7,725.975144579796,0.538172694915254,37.5673076923077
"SC","Georgetown",284,29868,11.9,1.4,62249,357.8,456.232228630179,0.784249725352113,30.0672268907563
"SC","Greenville",2497,151666,11.4,0.5,514213,300.7,485.596435718272,0.619238482579095,26.3771929824561
"SC","Greenwood",400,28772,12.9,1.3,70741,332.8,565.442953873991,0.58856512,25.7984496124031
"SC","Hampton",32,8009,10,1.6,19351,375.8,165.366130949305,2.2725330625,37.58
"SC","Horry",782,136786,14.2,0.7,344147,341.2,227.228480852659,1.50157233248082,24.0281690140845
"SC","Jasper",41,11684,17.6,2.3,28971,285.9,141.520831176004,2.02019729268293,16.2443181818182
"SC","Kershaw",119,24928,10.6,1.2,65592,308,181.424563971216,1.69767529411765,29.0566037735849
"SC","Lancaster",274,33142,10.1,1.1,95380,319.4,287.271964772489,1.11183839416058,31.6237623762376
"SC","Laurens",76,28467,11.7,1.1,66994,347.3,113.442994895065,3.0614495,29.6837606837607
"SC","Lee",NA,7839,10.2,1.6,17142,520.9,NA,NA,51.0686274509804
"SC","Lexington",630,89678,10.1,0.5,295032,311.3,213.536158789555,1.45783272380952,30.8217821782178
"SC","Marion",124,15261,13.3,1.9,31039,467.8,399.497406488611,1.17097130645161,35.1729323308271
"SC","Marlboro",NA,11863,11.8,1.5,26398,580,NA,NA,49.1525423728814
"SC","McCormick",NA,5043,8,1.9,9410,273,NA,NA,34.125
"SC","Newberry",90,15533,9,1.3,38520,334.7,233.644859813084,1.432516,37.1888888888889
"SC","Oconee",169,32119,12.2,1.3,78374,340.8,215.632735345906,1.58046504142012,27.9344262295082
"SC","Orangeburg",301,40609,12.4,1,86934,309.5,346.239676076104,0.893889468438538,24.9596774193548
"SC","Pickens",164,40242,10,0.8,124937,388.3,131.266158143704,2.95811201829268,38.83
"SC","Richland",2387,123752,9.2,0.6,414576,343.3,575.768978426151,0.596246086300796,37.3152173913044
"SC","Saluda",NA,8302,13.5,2.1,20544,318.4,NA,NA,23.5851851851852
"SC","Spartanburg",932,110447,10.9,0.5,313888,351.8,296.921194821083,1.18482616309013,32.2752293577982
"SC","Sumter",283,43778,12.2,1,106512,328.5,265.697761754544,1.23636720848057,26.9262295081967
"SC","Union",85,13020,9.7,1.5,27410,460.6,310.105800802627,1.48529952941176,47.4845360824742
"SC","Williamsburg",25,15355,9.8,1.3,30606,336,81.6833300660001,4.1134464,34.2857142857143
"SC","York",338,71704,8.7,0.6,274118,291.1,123.304562268804,2.360821,33.4597701149425
"SD","Aurora",NA,721,6.6,2,2801,317.5,NA,NA,48.1060606060606
"SD","Beadle",25,6386,6.6,1.7,18883,289.2,132.394217020601,2.18438544,43.8181818181818
"SD","Bennett",14,1641,21.3,4.5,3468,436.2,403.690888119954,1.08052971428571,20.4788732394366
"SD","Bon Homme",45,1917,4.5,1.4,6980,290.8,644.699140401146,0.451063111111111,64.6222222222222
"SD","Brookings",49,6410,6,1,35232,290.7,139.078110808356,2.09019232653061,48.45
"SD","Brown",157,10630,8,1.4,39316,281.1,399.328517651847,0.703931694267516,35.1375
"SD","Brule",25,1420,9.6,3.6,5229,356.1,478.102887741442,0.74481876,37.09375
"SD","Buffalo",NA,889,42.4,5.3,2036,354.6,NA,NA,8.36320754716981
"SD","Butte",NA,4093,13,2.6,10222,289.7,NA,NA,22.2846153846154
"SD","Campbell",NA,398,1.7,1,1377,260.7,NA,NA,153.352941176471
"SD","Charles Mix",37,3474,19,1.8,9338,338.7,396.230456200471,0.854805567567568,17.8263157894737
"SD","Clark",NA,1249,7.8,2.8,3739,273,NA,NA,35
"SD","Clay",25,3184,7.5,2.1,14041,344.6,178.049996439,1.93541144,45.9466666666667
"SD","Codington",81,8352,5.5,1,28015,281.2,289.130822773514,0.97257012345679,51.1272727272727
"SD","Corson",NA,2042,24.6,2,4165,541,NA,NA,21.9918699186992
"SD","Custer",11,3247,10.5,2.4,8726,265.1,126.06005042402,2.102966,25.2476190476191
"SD","Davison",50,5900,5.8,1.9,19790,291.7,252.652854977261,1.1545486,50.2931034482759
"SD","Day",25,2103,11.5,1.5,5505,291.7,454.132606721163,0.6423234,25.3652173913043
"SD","Deuel",10,1265,6.5,2.1,4337,276.1,230.574129582661,1.1974457,42.4769230769231
"SD","Dewey",NA,2590,28.8,2.6,5904,276.5,NA,NA,9.60069444444444
"SD","Douglas",11,855,13.8,3.9,2935,301.3,374.787052810903,0.803923181818182,21.8333333333333
"SD","Edmunds",12,1086,7.1,2.3,3875,280.4,309.677419354839,0.905458333333333,39.4929577464789
"SD","Fall River",25,2849,9.5,2.1,6758,407.7,369.931932524416,1.10209464,42.9157894736842
"SD","Faulk",12,717,10.5,5.3,2330,283.9,515.021459227468,0.551239166666667,27.0380952380952
"SD","Grant",25,2017,5.3,2.4,7147,297.3,349.79711767175,0.84992124,56.0943396226415
"SD","Gregory",41,1730,11,1.7,4212,344.9,973.40930674264,0.354321658536585,31.3545454545455
"SD","Haakon",18,614,9,3.6,1918,294,938.477580813347,0.313273333333333,32.6666666666667
"SD","Hamlin",NA,1469,5.2,1.6,6111,272.5,NA,NA,52.4038461538462
"SD","Hand",11,960,5.2,2,3262,286.4,337.216431637032,0.849306181818182,55.0769230769231
"SD","Hanson",NA,750,5.7,1.7,3376,312.8,NA,NA,54.8771929824561
"SD","Harding",NA,355,6.9,3.6,1249,318.5,NA,NA,46.1594202898551
"SD","Hughes",50,4806,6.6,1.6,17650,265.7,283.28611898017,0.937921,40.2575757575758
"SD","Hutchinson",50,2305,5.6,2.1,7380,301.8,677.506775067751,0.4454568,53.8928571428571
"SD","Hyde",NA,471,5,2.5,1282,291.5,NA,NA,58.3
"SD","Jackson",NA,1513,26.4,4.4,3307,401.6,NA,NA,15.2121212121212
"SD","Jerauld",16,646,6.3,3.3,2043,314.2,783.162016642193,0.401194125,49.8730158730159
"SD","Jones",NA,281,13.2,5.3,928,286.2,NA,NA,21.6818181818182
"SD","Kingsbury",6,1526,3.5,1.2,4919,274.8,121.976011384428,2.252902,78.5142857142857
"SD","Lake",22,3739,7.4,1.9,13057,314.7,168.49199663016,1.8677445,42.527027027027
"SD","Lawrence",62,7915,9.7,1.9,25741,282.4,240.860883415563,1.17246103225806,29.1134020618557
"SD","Lincoln",64,10882,4.5,0.8,58807,230.3,108.830581393372,2.116133140625,51.1777777777778
"SD","Lyman",NA,1419,17.1,1.9,3821,315.4,NA,NA,18.4444444444444
"SD","Marshall",20,1449,8.2,1.9,5112,282.3,391.236306729264,0.7215588,34.4268292682927
"SD","McCook",NA,1535,8.9,2.1,5546,320.3,NA,NA,35.9887640449438
"SD","McPherson",4,891,8.5,4.7,2407,277.6,166.181969256336,1.670458,32.6588235294118
"SD","Meade",79,7051,10.2,1.9,28294,288.2,279.211140171061,1.0321937721519,28.2549019607843
"SD","Mellette",NA,971,35.2,4.8,2042,401.2,NA,NA,11.3977272727273
"SD","Miner",NA,669,7.9,3.1,2213,295.1,NA,NA,37.3544303797468
"SD","Minnehaha",1197,47940,7.4,0.6,192876,315.5,620.605985192559,0.508374085213033,42.6351351351351
"SD","Moody",18,1978,10.7,2.2,6579,312,273.59781121751,1.14036,29.1588785046729
"SD","Oglala Lakota",45,7477,35.6,3.6,14309,109.1,314.487385561535,0.346913755555556,3.06460674157303
"SD","Pennington",449,36704,11.2,0.9,111729,303.6,401.865227470039,0.755477158129176,27.1071428571429
"SD","Perkins",NA,958,9.3,2.7,2922,330.7,NA,NA,35.5591397849462
"SD","Potter",6,902,5.4,2,2207,259,271.862256456729,0.952688333333333,47.962962962963
"SD","Roberts",25,3668,19.4,1.8,10447,304.4,239.303149229444,1.27202672,15.6907216494845
"SD","Sanborn",NA,617,7.3,2.6,2429,287.9,NA,NA,39.4383561643836
"SD","Spink",25,2170,6.7,1.9,6495,273.8,384.911470361817,0.7113324,40.865671641791
"SD","Stanley",NA,837,5.6,2.6,3022,255.8,NA,NA,45.6785714285714
"SD","Sully",NA,359,6.7,3.6,1392,260.8,NA,NA,38.9253731343284
"SD","Todd",35,5476,30.5,2.8,10283,437.3,340.367597004765,1.2847874,14.3377049180328
"SD","Tripp",25,2189,7.6,2.9,5478,338.5,456.370938298649,0.7417212,44.5394736842105
"SD","Turner",12,2578,6,1,8424,331.5,142.450142450142,2.32713,55.25
"SD","Union",38,3701,5.9,1.6,15619,224,243.293424675075,0.920698947368421,37.9661016949153
"SD","Walworth",25,1818,10.4,3.2,5587,272.6,447.467334884553,0.60920648,26.2115384615385
"SD","Yankton",242,7283,6.2,1.5,22869,292.6,1058.20105820106,0.276507,47.1935483870968
"SD","Ziebach",8,1371,25,2.4,2742,280.9,291.757840991977,0.96278475,11.236
"TN","Anderson",317,30836,9.2,0.9,76482,373.9,414.476608875291,0.902101570977918,40.6413043478261
"TN","Bedford",60,19643,11.3,1.4,49038,474.9,122.354092744402,3.8813577,42.0265486725664
"TN","Benton",25,7974,9.7,1.5,16184,523.5,154.473554127533,3.3889296,53.9690721649485
"TN","Bledsoe",25,6190,13,2.8,14755,377.6,169.434090138936,2.2285952,29.0461538461538
"TN","Blount",459,47635,8.8,0.8,131349,273.4,349.450700043396,0.782370732026144,31.0681818181818
"TN","Bradley",251,37696,11.8,1,106727,445.1,235.179476608543,1.89259711952191,37.7203389830508
"TN","Campbell",120,18815,11.3,1.4,39583,514.4,303.160447666928,1.69679126666667,45.5221238938053
"TN","Cannon",60,5234,10.1,2.1,14462,390.4,414.880376158208,0.940994133333333,38.6534653465347
"TN","Carroll",70,12488,8.1,1.5,28020,601.8,249.821556031406,2.40891942857143,74.2962962962963
"TN","Carter",121,26065,11.9,1.3,56351,389,214.725559439939,1.81161479338843,32.6890756302521
"TN","Cheatham",12,12626,9.5,1.3,40439,405.2,29.6743242909073,13.6549023333333,42.6526315789474
"TN","Chester",NA,6591,12,2.5,17276,456,NA,NA,38
"TN","Claiborne",85,13978,7.8,1.3,31756,517.3,267.665952890792,1.9326328,66.3205128205128
"TN","Clay",NA,3844,11.1,3.3,7717,448.9,NA,NA,40.4414414414414
"TN","Cocke",74,17904,11.2,1.5,35774,699,206.854139878124,3.3791927027027,62.4107142857143
"TN","Coffee",160,21903,9.7,1.2,55700,524.8,287.253141831239,1.82696,54.1030927835052
"TN","Crockett",NA,6296,12.5,1.5,14328,616.4,NA,NA,49.312
"TN","Cumberland",189,30124,9.7,1.1,59673,319.9,316.726157558695,1.01002077777778,32.979381443299
"TN","Davidson",4382,202798,12.6,0.4,692587,356.9,632.700296136081,0.564090142172524,28.3253968253968
"TN","Decatur",NA,5464,8.4,1.8,11706,505.4,NA,NA,60.1666666666667
"TN","DeKalb",71,8072,12.2,1.9,20138,461.4,352.567285728474,1.30868636619718,37.8196721311475
"TN","Dickson",157,18409,11.7,1.3,53446,486.3,293.754443737604,1.65546431847134,41.5641025641026
"TN","Dyer",225,14689,9.2,1.5,37320,617.8,602.893890675241,1.02472426666667,67.1521739130435
"TN","Fayette",NA,14016,7.6,1.1,40507,396.1,NA,NA,52.1184210526316
"TN","Fentress",NA,9576,9.7,1.9,18217,412.4,NA,NA,42.5154639175258
"TN","Franklin",152,15951,7.1,1.1,41890,445.6,362.855096681786,1.22803842105263,62.7605633802817
"TN","Gibson",70,20226,8,1,49045,543,142.726067896829,3.80449071428571,67.875
"TN","Giles",95,11872,9.5,1.3,29503,442.1,322.001152425177,1.37297645263158,46.5368421052632
"TN","Grainger",NA,10631,10.6,1.7,23145,377.4,NA,NA,35.6037735849057
"TN","Greene",240,31035,9.5,1,69087,434.2,347.388075904295,1.249898975,45.7052631578947
"TN","Grundy",NA,6448,17,2.9,13346,508.3,NA,NA,29.9
"TN","Hamblen",167,28048,11.1,1.2,64569,370.4,258.638046121204,1.43211722155689,33.3693693693694
"TN","Hamilton",1735,117636,9,0.5,364286,346.1,476.274136255579,0.726682331988473,38.4555555555556
"TN","Hancock",10,3297,11.7,3,6549,443.5,152.695067949305,2.9044815,37.9059829059829
"TN","Hardeman",238,10067,10.9,1.6,25220,487.7,943.695479777954,0.516798067226891,44.743119266055
"TN","Hardin",58,12450,11.4,1.7,25776,581.9,225.015518311608,2.58604386206897,51.0438596491228
"TN","Hawkins",50,25839,9.2,1,56530,410.6,88.4486113568017,4.6422436,44.6304347826087
"TN","Haywood",NA,7871,10.3,1.6,17335,497.3,NA,NA,48.2815533980583
"TN","Henderson",45,11916,9.4,1.6,27847,446.4,161.597299529572,2.7624224,47.4893617021277
"TN","Henry",142,15218,9.2,1.3,32358,512.4,438.840472217072,1.16762247887324,55.695652173913
"TN","Hickman",25,9635,8.9,1.5,25063,371.3,99.7486334437218,3.72235676,41.7191011235955
"TN","Houston",25,3589,9.7,2.4,8263,516.5,302.5535519787,1.7071358,53.2474226804124
"TN","Humphreys",25,7580,9.7,2.2,18486,552.3,135.237477009629,4.08392712,56.9381443298969
"TN","Jackson",NA,5517,10.3,2.5,11758,420.2,NA,NA,40.7961165048544
"TN","Jefferson",58,22107,10,1.1,54012,395.8,107.383544397541,3.68585337931035,39.58
"TN","Johnson",2,8118,10.7,2.1,17778,376.8,11.2498593767578,33.493752,35.214953271028
"TN","Knox",1733,141530,8.4,0.4,465289,332.7,372.456688208834,0.893258224466244,39.6071428571429
"TN","Lake",NA,2559,10.2,2.9,7411,526.7,NA,NA,51.6372549019608
"TN","Lauderdale",25,10893,10.3,1.5,25825,560.3,96.8054211035818,5.787899,54.3980582524272
"TN","Lawrence",99,17673,14.5,2.1,43734,436.4,226.368500480176,1.92783006060606,30.0965517241379
"TN","Lewis",NA,5631,10.3,2.1,12086,449.4,NA,NA,43.631067961165
"TN","Lincoln",59,13682,8.4,1.4,34117,518.4,172.934314271478,2.99766996610169,61.7142857142857
"TN","Loudon",50,21378,10.3,1.6,53054,280.4,94.2436008595016,2.97526832,27.2233009708738
"TN","Macon",25,9981,11,1.7,24265,439.3,103.029054193283,4.2638458,39.9363636363636
"TN","Madison",900,38335,9.3,0.9,97605,406.6,922.083909635777,0.4409577,43.7204301075269
"TN","Marion",NA,11076,9.3,1.1,28575,485.5,NA,NA,52.2043010752688
"TN","Marshall",25,11703,8.7,1.1,33683,458.6,74.2214173321854,6.17880952,52.7126436781609
"TN","Maury",271,30773,9.3,1.1,94340,325.2,287.258850964596,1.13208,34.9677419354839
"TN","McMinn",118,22586,9.4,1.2,53285,411.7,221.450689687529,1.85910461864407,43.7978723404255
"TN","McNairy",NA,11997,12.2,1.6,25832,559.7,NA,NA,45.8770491803279
"TN","Meigs",NA,5158,9.2,2.1,12306,446.7,NA,NA,48.554347826087
"TN","Monroe",59,20945,11.1,1.6,46357,345.1,127.27311948573,2.7114916440678,31.0900900900901
"TN","Montgomery",296,58671,8.4,0.6,205950,369.7,143.724204904103,2.57228766891892,44.0119047619048
"TN","Moore",NA,2348,10.7,3.3,6411,457,NA,NA,42.7102803738318
"TN","Morgan",NA,8821,11,2,21579,392.6,NA,NA,35.6909090909091
"TN","Obion",173,13263,10.5,1.3,30267,446.6,571.579608154095,0.781343479768786,42.5333333333333
"TN","Overton",114,9437,8.7,1.3,22068,416.4,516.585100598151,0.806062736842105,47.8620689655172
"TN","Perry",53,3726,14.7,3.2,8064,538.6,657.242063492063,0.819484981132075,36.6394557823129
"TN","Pickett",NA,2811,6.4,2.7,5082,431.2,NA,NA,67.375
"TN","Polk",NA,7029,11.1,2.2,16898,427.1,NA,NA,38.4774774774775
"TN","Putnam",285,28684,8.9,0.9,78843,410.2,361.477873749096,1.13478591578947,46.0898876404494
"TN","Rhea",25,14510,9.8,1.5,33044,489.1,75.6567001573659,6.46472816,49.9081632653061
"TN","Roane",54,23207,8.6,1.2,53140,402.4,101.618366578848,3.95991407407407,46.7906976744186
"TN","Robertson",109,21569,9,0.9,71012,415.7,153.495183912578,2.70822829357798,46.1888888888889
"TN","Rutherford",838,77957,8.9,0.6,324890,331.1,257.933454399951,1.28366442720764,37.2022471910112
"TN","Scott",25,10680,11.9,1.7,22039,410.4,113.435273832751,3.61792224,34.4873949579832
"TN","Sequatchie",NA,6433,11.3,2.2,14876,363.2,NA,NA,32.141592920354
"TN","Sevier",79,39363,NA,NA,97892,373.6,80.7011808932293,4.62942420253165,NA
"TN","Shelby",4087,331555,12.1,0.4,935764,372.6,436.755421238688,0.853109044286763,30.7933884297521
"TN","Smith",25,7694,8.7,1.7,19942,406.8,125.363554307492,3.24496224,46.7586206896552
"TN","Stewart",NA,5610,10,3.1,13561,428,NA,NA,42.8
"TN","Sullivan",1211,69805,8.8,0.5,157668,401.6,768.06961463328,0.522869271676301,45.6363636363636
"TN","Sumner",265,56739,8.7,0.6,187149,332.7,141.59840554852,2.34960272830189,38.2413793103448
"TN","Tipton",100,21533,9.4,0.9,61581,436,162.38774946818,2.6849316,46.3829787234043
"TN","Trousdale",25,3479,15,5,11012,387.6,227.025063567018,1.70730048,25.84
"TN","Unicoi",48,8734,9.9,2,17761,401.7,270.255053206464,1.4863736875,40.5757575757576
"TN","Union",NA,8858,11.9,2,19688,396,NA,NA,33.2773109243697
"TN","Van Buren",NA,2495,14.4,3.5,5765,394.7,NA,NA,27.4097222222222
"TN","Warren",125,18180,12.4,1.4,40878,441.9,305.7879544009,1.445119056,35.6370967741935
"TN","Washington",731,45855,9.1,0.8,128607,374,568.398298692917,0.657989302325581,41.0989010989011
"TN","Wayne",80,6354,11.2,1.9,16558,483.2,483.150138905665,1.0001032,43.1428571428571
"TN","Weakley",156,12786,9.7,1.5,33415,360.3,466.856202304354,0.771757980769231,37.1443298969072
"TN","White",60,11567,11.3,2.3,27107,399.3,221.345040026561,1.80397085,35.3362831858407
"TN","Williamson",310,39143,4.9,0.5,231729,269.7,133.776954977582,2.0160423,55.0408163265306
"TN","Wilson",170,37264,6.6,0.8,140625,305.9,120.888888888889,2.53042279411765,46.3484848484848
"TX","Anderson",156,16504,14.1,1.7,58057,547.8,268.701448576399,2.03869388461538,38.8510638297872
"TX","Andrews",34,4332,18.2,3.5,18128,420.1,187.555163283319,2.23987435294118,23.0824175824176
"TX","Angelina",465,31836,19.2,1.4,87092,377,533.91815551371,0.706100731182796,19.6354166666667
"TX","Aransas",NA,10606,20.5,3.4,23792,347.1,NA,NA,16.9317073170732
"TX","Archer",NA,2718,11.4,2.2,8786,355.9,NA,NA,31.219298245614
"TX","Armstrong",NA,585,7.6,2.6,1892,410.6,NA,NA,54.0263157894737
"TX","Atascosa",67,15883,15.8,2.1,50310,354.7,133.174319220831,2.66342641791045,22.4493670886076
"TX","Austin",32,8863,12.1,1.8,29989,352.4,106.705792123779,3.302538625,29.1239669421488
"TX","Bailey",25,2624,20.6,6.2,7027,366.6,355.770599117689,1.03043928,17.7961165048544
"TX","Bandera",NA,8464,17.7,2.6,22824,311.7,NA,NA,17.6101694915254
"TX","Bastrop",8,25824,16.3,1.5,86976,334.5,9.19793966151582,36.36684,20.521472392638
"TX","Baylor",25,1282,13.1,4.2,3582,374.2,697.934115019542,0.53615376,28.5648854961832
"TX","Bee",69,9245,20,2.6,32587,411.6,211.740878264339,1.94388539130435,20.58
"TX","Bell",1197,101779,11.8,0.6,355642,306.2,336.574420344054,0.909754222222222,25.9491525423729
"TX","Bexar",6231,592223,15.1,0.3,1986049,331.7,313.738482786678,1.05724996517413,21.9668874172185
"TX","Blanco",NA,3669,18,3.1,11702,271.8,NA,NA,15.1
"TX","Borden",NA,226,4.7,2.9,648,363.7,NA,NA,77.3829787234042
"TX","Bosque",25,6652,17.9,1.7,18691,392.7,133.754213257718,2.93598228,21.9385474860335
"TX","Bowie",864,31804,14.5,1.3,94324,496.5,915.99168822357,0.542035486111111,34.2413793103448
"TX","Brazoria",267,74395,13.4,0.7,370200,327.5,72.1231766612642,4.54084269662921,24.4402985074627
"TX","Brazos",612,43733,13.1,0.8,226758,302.9,269.891249702326,1.12230389215686,23.1221374045802
"TX","Brewster",25,2889,16.8,3.4,9267,238.4,269.774468544297,0.88370112,14.1904761904762
"TX","Briscoe",NA,539,21.9,4.6,1516,318.1,NA,NA,14.5251141552511
"TX","Brooks",NA,3129,21.9,4.9,7114,378.2,NA,NA,17.2694063926941
"TX","Brown",188,13893,13.7,1.6,37924,385,495.728298702668,0.776635106382979,28.1021897810219
"TX","Burleson",25,6344,16.7,2.6,18389,624.2,135.950840176192,4.59136552,37.377245508982
"TX","Burnet",71,16358,15.2,2.3,47542,265.4,149.34163476505,1.77713335211268,17.4605263157895
"TX","Caldwell",58,12887,21.3,2.2,43247,355.6,134.113348902814,2.65148848275862,16.6948356807512
"TX","Calhoun",25,6878,19,2.8,21561,355.8,115.950095079078,3.06856152,18.7263157894737
"TX","Callahan",NA,4562,18.5,2.8,13994,405,NA,NA,21.8918918918919
"TX","Cameron",1374,161742,28.6,0.8,423908,284.9,324.126933202487,0.878976631732169,9.96153846153846
